source,address,url,rent_eur,summary,beds,baths,furnished
daft.ie,"Taylor Hill Wood, Balbriggan, Co. Dublin",https://www.daft.ie/for-rent/house-taylor-hill-wood-balbriggan-co-dublin/6338692,2200,,2,3,Unknown
daft.ie,"Lynwood, 130 Stillorgan Road, Donnybrook, Dublin 4",https://www.daft.ie/for-rent/house-lynwood-130-stillorgan-road-donnybrook-dublin-4/6333277,7000,,5,3,Unknown
daft.ie,"2 Ennel Avenue, Dublin 5, Artane, Dublin 5",https://www.daft.ie/for-rent/apartment-2-ennel-avenue-dublin-5-artane-dublin-5/6338680,1750,,1,1,Unknown
daft.ie,"Terenure Road North,Dublin 6w, Terenure, Dublin 6W",https://www.daft.ie/for-rent/apartment-terenure-road-north-dublin-6w-terenure-dublin-6w/6338260,2900,,3,1,Unknown
daft.ie,"Apartment - 2 bed, Smithfield Market, Dublin 1",https://www.daft.ie/for-rent/apartment-apartment-smithfield-market-dublin-1/6338645,3000,,2,1,Unknown
daft.ie,"Block 1, Priorsgate, Tallaght, Dublin 24",https://www.daft.ie/for-rent/apartment-block-1-priorsgate-tallaght-dublin-24/6338014,2350,,2,2,Unknown
daft.ie,"14 Josephine Avenue, Phibsborough, Dublin 7",https://www.daft.ie/for-rent/house-14-josephine-avenue-phibsborough-dublin-7/6337149,4710,,5,2,Unknown
daft.ie,"13 Cambria, De Vesci Court, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/apartment-13-cambria-de-vesci-court-dun-laoghaire-co-dublin/6333645,2350,,2,1,Unknown
daft.ie,"Bayview Rise, Killiney, Killiney, Co. Dublin",https://www.daft.ie/for-rent/house-bayview-rise-killiney-killiney-co-dublin/6337848,3250,,3,1,Unknown
daft.ie,"Fernleigh Drive, Castleknock, Dublin 15",https://www.daft.ie/for-rent/apartment-fernleigh-drive-castleknock-dublin-15/6337471,1900,,2,2,Unknown
daft.ie,"Ardeevin House, Ardeevin Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/house-ardeevin-house-ardeevin-road-dalkey-co-dublin/6337563,12000,,4,3,Unknown
daft.ie,"Dalkey Village, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/house-dalkey-village-dalkey-co-dublin/6337470,1250,,1,1,Unknown
daft.ie,"23 Woodbine Park, Booterstown, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-23-woodbine-park-booterstown-co-dublin/6337063,1300,,1,1,Unknown
daft.ie,"20 Roselawn Road, Castleknock, Castleknock, Dublin 15",https://www.daft.ie/for-rent/house-20-roselawn-road-castleknock-castleknock-dublin-15/6269626,4000,,4,3,Unknown
daft.ie,"172 Benmadigan Road, Dublin 12, Inchicore, Dublin 8",https://www.daft.ie/for-rent/house-172-benmadigan-road-dublin-12-inchicore-dublin-8/6336733,2275,,2,1,Unknown
daft.ie,"10 Leopardstown Avenue, Stillorgan, Co. Dublin",https://www.daft.ie/for-rent/studio-apartment-10-leopardstown-avenue-stillorgan-co-dublin/6336580,940,,1,1,Unknown
daft.ie,"4 Church Street East, Dublin 3, IFSC, Dublin 1",https://www.daft.ie/for-rent/apartment-church-street-east-dublin-3-ifsc-dublin-1/6330915,2000,,1,1,Unknown
daft.ie,"9 Elm View, Griffeen Valley, Lucan, Lucan, Co. Dublin",https://www.daft.ie/for-rent/house-9-elm-view-griffeen-valley-lucan-lucan-co-dublin/6336089,1500,,3,3,Unknown
daft.ie,"Yugo, Ardcairn House, 8 Grangegorman Lower, Dublin, Smithfield, Dublin 7",https://www.daft.ie/for-rent/apartment-yugo-ardcairn-house-8-grangegorman-lower-dublin-smithfield-dublin-7/6334128,1313,,1,1,Unknown
daft.ie,"101 Ranelagh, Dublin 6, Ranelagh, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-101-ranelagh-dublin-6-ranelagh-dublin-6/6336021,1750,,1,1,Unknown
daft.ie,"Pembroke Road, Dublin 4, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/house-pembroke-road-dublin-4-ballsbridge-dublin-4/6335727,12000,,5,4,Unknown
daft.ie,"Pembroke Road, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/house-pembroke-road-ballsbridge-dublin-4/6335758,12000,,5,4,Unknown
daft.ie,"Block F2, Lansdowne Gate, Drimnagh, Dublin 12",https://www.daft.ie/for-rent/apartment-apartment-244-block-f2-lansdowne-gate-drimnagh-dublin-12/6334933,2100,,1,1,Unknown
daft.ie,"Lansdowne Gate, Drimnagh, Dublin 12",https://www.daft.ie/for-rent/apartment-lansdowne-gate-drimnagh-dublin-12/6334927,3100,,3,3,Unknown
daft.ie,"Apartment 4, Camac Crescent, Turvey Avenue, Inchicore, Dublin 8",https://www.daft.ie/for-rent/apartment-apartment-4-camac-crescent-turvey-avenue-inchicore-dublin-8/6334909,2050,,1,1,Unknown
daft.ie,"Lansdowne Gate, Drimnagh, Dublin 12",https://www.daft.ie/for-rent/apartment-lansdowne-gate-drimnagh-dublin-12/6334918,2600,,2,1,Unknown
daft.ie,"102 Patrick Street, Dun Laoghaire, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/house-102-patrick-street-dun-laoghaire-dun-laoghaire-co-dublin/6334741,4000,,3,3,Unknown
daft.ie,"Saint Joseph'S Avenue,Dublin 9, Drumcondra, Dublin 9",https://www.daft.ie/for-rent/apartment-saint-josephs-avenue-dublin-9-drumcondra-dublin-9/6295201,1880,,1,1,Unknown
daft.ie,"11 The Weir, Orwell Park, Dartry, Dublin 6",https://www.daft.ie/for-rent/property-11-the-weir-orwell-park-dublin-6-co-dublin/6321355,4377,,3,3,Unknown
daft.ie,"city end, south circular road, dublin 8, Portobello, Dublin 8",https://www.daft.ie/for-rent/studio-apartment-city-end-south-circular-road-dublin-8-portobello-dublin-8/6332575,1760,,2,1,Unknown
daft.ie,"Pembroke Mews, 45 Pembroke Lane, Balls ridge, Dubl, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/house-pembroke-mews-45-pembroke-lane-balls-ridge-dubl-ballsbridge-dublin-4/6330996,4120,,3,2,Unknown
daft.ie,"Apartment 4, 57 Pembroke Road, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/apartment-apartment-4-57-pembroke-road-ballsbridge-dublin-4/6332235,4000,,2,1,Unknown
daft.ie,"Deerpark House, Tyrone Court, Inchicore, Dublin 8",https://www.daft.ie/for-rent/property-deerpark-house-tyrone-court-inchicore-co-dublin/6331709,2500,,2,2,Unknown
daft.ie,"Sorrento Road, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/house-sorrento-road-dalkey-co-dublin/6331745,2295,,2,1,Unknown
daft.ie," Barons Hall Grove, Barons Hall, Balbriggan, Co. Dublin",https://www.daft.ie/for-rent/house--barons-hall-grove-barons-hall-balbriggan-co-dublin/6331217,3200,,4,3,Unknown
daft.ie,"Lr Mount Street, Dublin 2",https://www.daft.ie/for-rent/apartment-lr-mount-street-dublin-2/6315761,2725,,2,1,Unknown
daft.ie,"Ivy Cottage, 3 Millmount Grove, Dublin 14, Windy Arbour, Dublin 14",https://www.daft.ie/for-rent/house-ivy-cottage-3-millmount-grove-dublin-14-windy-arbour-dublin-14/6330573,3900,,3,4,Unknown
daft.ie,"Sweet Briar Lane, Kilmacud, Co. Dublin",https://www.daft.ie/for-rent/house-sweet-briar-lane-kilmacud-co-dublin/6326277,4000,,3,3,Unknown
daft.ie,"Sweepstakes, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/apartment-sweepstakes-ballsbridge-dublin-4/6324742,2290,,1,1,Unknown
daft.ie,"Apartment 25, Lock House 1, Charlemont Lane, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-25-lock-house-1-charlemont-lane-dublin-2/6323214,5860,,3,2,Unknown
daft.ie,"Dingle rd, Cabra, Dublin 7",https://www.daft.ie/for-rent/house-dingle-rd-cabra-dublin-7/6317100,2400,,2,2,Unknown
daft.ie,"Waterloo Road, Ballsbridge, Dublin 4, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/apartment-waterloo-road-ballsbridge-dublin-4-ballsbridge-dublin-4/6319453,3000,,1,1,Unknown
daft.ie,"Apartment, Castlepark Residence, Dalkey, Co. Dublin",https://www.daft.ie/for-rent/apartment-apartment-castlepark-residence-dalkey-co-dublin/6318917,2856,,2,2,Unknown
daft.ie,"Bolton Square, Dominick Street Lower, Dublin 1, Dublin 1",https://www.daft.ie/for-rent/apartment-bolton-square-dominick-street-lower-dublin-1-dublin-1/6318729,1800,,1,1,Unknown
daft.ie,"Balregan Cottage, Seafield Road, Killiney, Co. Dublin",https://www.daft.ie/for-rent/house-balregan-cottage-seafield-road-killiney-co-dublin/6284155,4030,,3,2,Unknown
daft.ie,"226 The Camden, Charlotte Quay Dock, Ringsend Road, Dublin 4",https://www.daft.ie/for-rent/apartment-226-the-camden-charlotte-quay-dock-ringsend-road-dublin-4/6317345,1915,,1,1,Unknown
daft.ie,"Apartment 428 , Longboat Quay South Apartments, Hanover Quay, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-428-longboat-quay-south-apartments-hanover-quay-dublin-2/6342010,2600,,2,2,Unknown
daft.ie,"Purty House,1/2 Old Dunleary Road,Dun Laoghaire, Monkstown, Co. Dublin",https://www.daft.ie/for-rent/apartment-purty-house-1-2-old-dunleary-road-dun-laoghaire-monkstown-co-dublin/6341997,2600,,2,1,Unknown
daft.ie,"Kennelsfort Road Upper, Dublin 20, Palmerstown, Dublin 20",https://www.daft.ie/for-rent/studio-apartment-kennelsfort-road-upper-dublin-20-palmerstown-dublin-20/6341984,1200,,1,1,Unknown
daft.ie,"Gilford Court, Sandymount, Dublin 4",https://www.daft.ie/for-rent/house-gilford-court-sandymount-dublin-4/6341555,2300,,2,1,Unknown
daft.ie,"Balruddery Wood, Balbriggan, Co. Dublin",https://www.daft.ie/for-rent/house-balruddery-wood-balbriggan-co-dublin/6341886,3000,,3,3,Unknown
daft.ie,"Ash Walk, Grange Castle, Co. Dublin",https://www.daft.ie/for-rent/house-ash-walk-grange-castle-co-dublin/6341417,3200,,4,3,Unknown
daft.ie,"Balcarrick, Donabate, Co. Dublin, Donabate, Co. Dublin",https://www.daft.ie/for-rent/apartment-balcarrick-donabate-co-dublin-donabate-co-dublin/6341836,1600,,1,1,Unknown
daft.ie,"Leo Street, Phibsborough, Dublin 7",https://www.daft.ie/for-rent/house-leo-street-phibsborough-dublin-7/6341698,2400,,2,1,Unknown
daft.ie,"Apartment, 55 Percy Place, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-55-percy-place-dublin-2/6341337,4568,,2,2,Unknown
daft.ie,"Sheas Court, Dublin 7, Stoneybatter, Dublin 7",https://www.daft.ie/for-rent/apartment-sheas-court-dublin-7-stoneybatter-dublin-7/6341679,1800,,1,1,Unknown
daft.ie,"Carrigmore Grove, Aylesbury, Dublin 24",https://www.daft.ie/for-rent/apartment-carrigmore-grove-aylesbury-dublin-24/6341658,1100,,1,1,Unknown
daft.ie,"Tyrconnell Park, Inchicore, Dublin 8",https://www.daft.ie/for-rent/house-tyrconnell-park-inchicore-dublin-8/6341652,3300,,3,1,Unknown
daft.ie,"Howth Road, Clontarf, Dublin 3",https://www.daft.ie/for-rent/flat-howth-road-clontarf-dublin-3/6341490,1850,,2,1,Unknown
daft.ie,"Apartment E, Churchview, Ashtown, Dublin 7",https://www.daft.ie/for-rent/apartment-apartment-e-churchview-ashtown-dublin-7/6341611,1906,,1,1,Unknown
daft.ie,"Millrace Park, Saggart, Co. Dublin",https://www.daft.ie/for-rent/apartment-millrace-park-saggart-co-dublin/6341596,2030,,2,1,Unknown
daft.ie,"Errigal Road, Drimnagh, Dublin 12",https://www.daft.ie/for-rent/house-errigal-road-drimnagh-dublin-12/6341595,3500,,5,3,Unknown
daft.ie,"4 George'S Place, Dun Laoghaire, Monkstown, Co. Dublin",https://www.daft.ie/for-rent/house-4-georges-place-dun-laoghaire-monkstown-co-dublin/6341577,3500,,3,2,Unknown
daft.ie,"Mill House, Main Street, Blanchardstown Village, Blanchardstown, Dublin 15",https://www.daft.ie/for-rent/apartment-mill-house-main-street-blanchardstown-village-blanchardstown-dublin-15/6341575,1700,,1,1,Unknown
daft.ie,"Rockfield Avenue, Dublin 12, Kimmage, Dublin 12",https://www.daft.ie/for-rent/house-rockfield-avenue-dublin-12-kimmage-dublin-12/6341470,3500,,3,1,Unknown
daft.ie,"Donnybrook Manor, Dublin 4, Donnybrook, Dublin 4",https://www.daft.ie/for-rent/house-donnybrook-manor-dublin-4-donnybrook-dublin-4/6341368,4080,,3,2,Unknown
daft.ie,"62 Knocklyon Gate, Knocklyon, Dublin 16",https://www.daft.ie/for-rent/apartment-62-knocklyon-gate-knocklyon-dublin-16/6341536,2000,,1,1,Unknown
daft.ie,"The Northumberlands, Love Lane East, Grand Canal Dock , Dublin 2",https://www.daft.ie/for-rent/apartment-the-northumberlands-love-lane-east-grand-canal-dock-dublin-2/6341458,2159,,2,1,Unknown
daft.ie,"Rathdown Park, Dublin 6w, Terenure, Dublin 6W",https://www.daft.ie/for-rent/house-rathdown-park-dublin-6w-terenure-dublin-6w/6341491,5000,,4,2,Unknown
daft.ie,"Shore Club, Beach Road, Dublin 4",https://www.daft.ie/for-rent/apartment-shore-club-beach-road-dublin-4/6341343,3600,,2,2,Unknown
daft.ie,"Swiftbrook Drive, Tallaght, Dublin 24",https://www.daft.ie/for-rent/house-swiftbrook-drive-tallaght-dublin-24/6341381,2400,,3,2,Unknown
daft.ie,"Apartment 22, Hyde Court, Townsend Street , D02 CA27, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-22-hyde-court-townsend-street-d02-ca27-dublin-2/6341455,2750,,2,1,Unknown
daft.ie,"Apt. 19, Altamont, Stoney Road, Dundrum, Dublin 14",https://www.daft.ie/for-rent/apartment-apt-19-altamont-stoney-road-dundrum-dublin-14/6341441,1970,,2,2,Unknown
daft.ie,"Wheatfields Crescent, Clondalkin, Dublin 22",https://www.daft.ie/for-rent/house-wheatfields-crescent-clondalkin-dublin-22/6341447,2174,,3,1,Unknown
daft.ie,"Apartment 6, 15 Annesley Bridge Road, Fairview, Dublin 3",https://www.daft.ie/for-rent/studio-apartment-apartment-6-15-annesley-bridge-road-fairview-dublin-3/6341424,1209,,1,1,Unknown
daft.ie,"7 The Courtyard, Foxrock Park, Foxrock, Dublin 18",https://www.daft.ie/for-rent/house-7-the-courtyard-foxrock-park-foxrock-dublin-18/6341267,4900,,4,4,Unknown
daft.ie,"Victoria Street, Portobello, Dublin 8",https://www.daft.ie/for-rent/apartment-victoria-street-portobello-dublin-8/6341408,1575,,1,1,Unknown
daft.ie,"Applewood Close, Swords, Co. Dublin",https://www.daft.ie/for-rent/apartment-applewood-close-swords-co-dublin/6341327,1651,,1,1,Unknown
daft.ie,"74 Cluain Shee, Aiken's Village, Stepaside, Dublin 18",https://www.daft.ie/for-rent/apartment-74-cluain-shee-aikens-village-sandyford-dublin-18/6338929,1995,,1,2,Unknown
daft.ie,"Apartment 95, Block 6, Ongar, Dublin 15",https://www.daft.ie/for-rent/property-apartment-95-block-6-ongar-co-dublin/6341265,2000,,2,2,Unknown
daft.ie,"Apartment 5 , 55 Rathmines Road Upper, Rathgar, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-apartment-5-55-rathmines-road-upper-rathgar-dublin-6/6341263,1552,,1,1,Unknown
daft.ie,"Mount Brown, Dublin 8",https://www.daft.ie/for-rent/apartment-mount-brown-dublin-8/6341252,1500,,1,1,Unknown
daft.ie,"Tenterfields, Dublin 8, Dublin 8",https://www.daft.ie/for-rent/apartment-tenterfields-dublin-8-dublin-8/6341234,1755,,1,1,Unknown
daft.ie,"Bachelors Walk Apartments, Bachelors Walk, Dublin 1",https://www.daft.ie/for-rent/apartment-bachelors-walk-apartments-bachelors-walk-dublin-1/6341227,2000,,1,1,Unknown
daft.ie,"Lee house, Mayor St Lower, Dublin 1",https://www.daft.ie/for-rent/apartment-lee-house-mayor-st-lower-dublin-1/6341096,2750,,2,2,Unknown
daft.ie,"Mespil Estate, Sussex Road, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/apartment-mespil-estate-sussex-road-ballsbridge-dublin-4/6338426,2250,,1,1,Unknown
daft.ie,"Apartment 3b, 16 Aungier Street, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-3b-16-aungier-street-dublin-2/6341143,1850,,1,1,Unknown
daft.ie,"Apartment 37, Gandon Hall, Gardiner Street, D01 XH66, Dublin 1",https://www.daft.ie/for-rent/apartment-apartment-37-gandon-hall-gardiner-street-d01-xh66-dublin-1/6341202,1695,,1,1,Unknown
daft.ie,"Gilford Drive, Sandymount, Sandymount, Dublin 4",https://www.daft.ie/for-rent/house-gilford-drive-sandymount-sandymount-dublin-4/6341156,4577,,3,2,Unknown
daft.ie,"Block 9, Grand Canal Square Residences, Dublin 2",https://www.daft.ie/for-rent/apartment-block-9-grand-canal-square-residences-dublin-2-dublin-2/6341123,3450,,2,2,Unknown
daft.ie,"Gleann Na R, Valley Avenue, Cherrywood, Co. Dublin",https://www.daft.ie/for-rent/apartment-gleann-na-r-valley-avenue-cherrywood-co-dublin/6341102,2300,,2,2,Unknown
daft.ie,"Henley Villas, Chruchtown, Churchtown, Dublin 14",https://www.daft.ie/for-rent/house--henley-villas-chruchtown-churchtown-dublin-14/6341077,2936,,3,2,Unknown
daft.ie,"Apartment 31, Kinsella Hall, Collegewood, Castleknock, Dublin 15",https://www.daft.ie/for-rent/apartment-apartment-31-kinsella-hall-collegewood-castleknock-dublin-15/6340614,2700,,3,2,Unknown
daft.ie,"Beacon South Quarter, Cubes 1, Sandyford, Dublin 18",https://www.daft.ie/for-rent/apartment-beacon-south-quarter-cubes-1-sandyford-dublin-18/6341022,1995,,1,1,Unknown
daft.ie,"Marlfield Terraces, Kiltipper, Dublin 24",https://www.daft.ie/for-rent/apartment-marlfield-terraces-kiltipper-dublin-24/6341190,1974,,2,1,Unknown
daft.ie,"Symphony House, Dublin 2",https://www.daft.ie/for-rent/apartment-symphony-house-dublin-2/6341164,1978,,1,1,Unknown
daft.ie,"Glen Ellan Walk, Swords, Swords, Co. Dublin",https://www.daft.ie/for-rent/house-glen-ellan-walk-swords-swords-co-dublin/6341111,2700,,3,3,Unknown
daft.ie,"Abbey Glen by havitat, Johnstown Road, Cabinteely, Dublin 18, DUBLIN18, Cabinteely, Dublin 18",https://www.daft.ie/for-rent/property-abbey-glen-by-havitat-johnstown-road-cabinteely-dublin-18-dublin18/6341138,1951,,1,1,Unknown
daft.ie,"Bracken Hill, Blackglen Road, Simon's Ridge, Sandyford, Dublin 18",https://www.daft.ie/for-rent/apartment-bracken-hill-blackglen-road-simons-ridge-sandyford-dublin-18/6317926,1772,,1,1,Unknown
daft.ie,"Apartment 8, 6 Grosvenor Place, Rathmines, Dublin 6",https://www.daft.ie/for-rent/apartment-apartment-8-6-grosvenor-place-rathmines-dublin-6/6341069,1936,,2,1,Unknown
daft.ie,"The Laurels, Main Street, Dublin 14",https://www.daft.ie/for-rent/apartment-the-laurels-main-street-dublin-14/6341023,1852,,1,1,Unknown
daft.ie,"42 Kilgobbin Heights, Dublin 18, Stepaside, Dublin 18",https://www.daft.ie/for-rent/house-42-kilgobbin-heights-dublin-18-stepaside-dublin-18/6340999,3495,,4,3,Unknown
daft.ie,"Apartment 59, The Beeches, Saint Edmunds Avenue, Dublin 20",https://www.daft.ie/for-rent/apartment-apartment-59-the-beeches-saint-edmunds-avenue-dublin-20/6341000,2066,,1,1,Unknown
daft.ie,"Smithfield Gate, Smithfield, Dublin 1",https://www.daft.ie/for-rent/apartment-smithfield-gate-smithfield-dublin-1/6341020,1725,,1,1,Unknown
daft.ie,"Burnell Green, Mayne River Street, Northen Cross",https://www.daft.ie/for-rent/apartment-burnell-green-mayne-river-street-northen-cross/6340946,2235,,2,2,Unknown
daft.ie,"Garrison Mews, Cabinteely, Dublin 18",https://www.daft.ie/for-rent/apartment-garrison-mews-cabinteely-dublin-18/6341018,1823,,2,2,Unknown
daft.ie,"Apartment 7, 44 Rathmines Road Lower, Rathmines, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-apartment-7-44-rathmines-road-lower-rathmines-dublin-6/6341024,1597,,1,1,Unknown
daft.ie,"Block B1, Richmond Gardens, Fairview, Dublin 3",https://www.daft.ie/for-rent/apartment-block-b1-richmond-gardens-fairview-dublin-3/6340890,2800,,3,2,Unknown
daft.ie,"Fresh Student Living, Management Suite, The Brickw, The Coombe, Dublin 8",https://www.daft.ie/for-rent/studio-apartment-fresh-student-living-management-suite-the-brickw-the-coombe-dublin-8/6340725,318,,1,1,Unknown
daft.ie,"Clancy Quay, Dublin 8, Kilmainham, Dublin 8",https://www.daft.ie/for-rent/apartment-clancy-quay-dublin-8-kilmainham-dublin-8/6330820,2344,,2,2,Unknown
daft.ie,"Saint Margaret's Road, Finglas, Dublin 11",https://www.daft.ie/for-rent/studio-apartment-saint-margarets-road-finglas-dublin-11/6340927,330,,1,1,Unknown
daft.ie,"leinster square, Rathmines, Dublin 6",https://www.daft.ie/for-rent/flat-leinster-square-rathmines-dublin-6/6340917,1850,,1,1,Unknown
daft.ie,"Clontarf Avenue, Clontarf, Dublin 3",https://www.daft.ie/for-rent/apartment-clontarf-avenue-clontarf-dublin-3/6340895,2200,,1,1,Unknown
daft.ie,"Nottingham Street, Dublin 3, Ballybough, Dublin 3",https://www.daft.ie/for-rent/flat-nottingham-street-dublin-3-ballybough-dublin-3/6340761,200,,1,1,Unknown
daft.ie,"The Oat House, Baker's Yard, Dublin 1",https://www.daft.ie/for-rent/apartment-the-oat-house-bakers-yard-dublin-1/6340629,2120,,2,2,Unknown
daft.ie,"Blackburne Square, Rathfarnham, Dublin 14",https://www.daft.ie/for-rent/apartment-blackburne-square-rathfarnham-dublin-14/6340533,1600,,2,1,Unknown
daft.ie,"Beverly Lawns, Knocklyon, Dublin 16",https://www.daft.ie/for-rent/house-3-beverly-lawns-knocklyon-dublin-16/6340557,2892,,3,1,Unknown
daft.ie,"8 Saint James Avenue, Dublin 8, St. James Gate, Dublin 8",https://www.daft.ie/for-rent/house-8-saint-james-avenue-dublin-8-st-james-gate-dublin-8/6340340,3600,,3,1,Unknown
daft.ie,"Richmond Street, Dublin 2",https://www.daft.ie/for-rent/apartment-richmond-street-dublin-2/6340709,1850,,2,1,Unknown
daft.ie,"Ballsbridge, Ballsbridge, Dublin 4",https://www.daft.ie/for-rent/apartment-ballsbridge-ballsbridge-dublin-4/6340188,2300,,1,1,Unknown
daft.ie,"Abelard Square, Ashtown, Dublin 15",https://www.daft.ie/for-rent/apartment-abelard-square-ashtown-dublin-15/6340649,3055,,3,2,Unknown
daft.ie,"Cedarhurst Road, Phoenix Park Racecourse, Ashtown, Dublin 15",https://www.daft.ie/for-rent/apartment-cedarhurst-road-phoenix-park-racecourse-ashtown-dublin-15/6340636,2130,,1,1,Unknown
daft.ie,"The Mills, Old Navan Road, Castleknock, Dublin 15",https://www.daft.ie/for-rent/apartment-the-mills-old-navan-road-castleknock-dublin-15/6340608,2200,,2,1,Unknown
daft.ie,"Abbey Road, Monkstown, Co. Dublin",https://www.daft.ie/for-rent/apartment-abbey-road-monkstown-co-dublin/6340598,1650,,1,1,Unknown
daft.ie,"The locks, Charlotte Quay Dock, Ringsend, Dublin 4",https://www.daft.ie/for-rent/apartment-the-locks-charlotte-quay-dock-ringsend-dublin-4/6340579,2800,,2,1,Unknown
daft.ie,"Rathmines Road Upper, Rathgar, Dublin 6",https://www.daft.ie/for-rent/studio-apartment-rathmines-road-upper-rathgar-dublin-6/6340558,1500,,1,1,Unknown
daft.ie,"Apartment 129, Clifden Court, D07 DC64, Dublin 7",https://www.daft.ie/for-rent/apartment-apartment-129-clifden-court-d07-dc64-dublin-7/6340549,2595,,2,1,Unknown
daft.ie,"Cuil Duin Avenue, Citywest, Co. Dublin",https://www.daft.ie/for-rent/house-cuil-duin-avenue-citywest-co-dublin/6340530,3500,,4,3,Unknown
daft.ie,"Apartment 702, Longboat Quay South Apartments, Longboat Quay South Apartments, Grand Canal Dock, Dublin 2",https://www.daft.ie/for-rent/apartment-apartment-702-longboat-quay-south-apartments-longboat-quay-south-apartments-grand-canal-dock-dublin-2/6340478,3442,,2,2,Unknown
daft.ie,"Seabury Crescent, Malahide, Co. Dublin",https://www.daft.ie/for-rent/house-seabury-crescent-malahide-co-dublin/6340485,2900,,3,3,Unknown
daft.ie,"Taney Avenue, Dublin 14, Goatstown, Dublin 14",https://www.daft.ie/for-rent/house-59-taney-avenue-dublin-14-goatstown-dublin-14/6340384,3000,,3,1,Unknown
daft.ie,"The Links, Donabate, Donabate, Co. Dublin",https://www.daft.ie/for-rent/house-the-links-donabate-donabate-co-dublin/6340445,2800,,3,3,Unknown
daft.ie,"Castlecurragh Heath, Blanchardstown, Dublin 15",https://www.daft.ie/for-rent/apartment-castlecurragh-heath-blanchardstown-dublin-15/6340332,1491,,1,1,Unknown
daft.ie,"Flat 4, 150 Sundrive Road, Crumlin, Crumlin, Dublin 12",https://www.daft.ie/for-rent/studio-apartment-flat-4-150-sundrive-road-crumlin-crumlin-dublin-12/6340403,1385,,1,1,Unknown
daft.ie,"100 Sonesta, Malahide, Malahide, Co. Dublin",https://www.daft.ie/for-rent/house-100-sonesta-malahide-malahide-co-dublin/6340375,2650,,4,2,Unknown
daft.ie,"Cuil Duin Walk, Citywest, Citywest, Co. Dublin",https://www.daft.ie/for-rent/house-cuil-duin-walk-citywest-citywest-co-dublin/6340371,4800,,5,3,Unknown
daft.ie,"Apartment 4, 44 Goldsmith Street, Phibsborough, Dublin 7",https://www.daft.ie/for-rent/apartment-apartment-4-44-goldsmith-street-phibsborough-dublin-7/6340365,1083,,1,1,Unknown
daft.ie,"Blackhall Square, Dublin 1, Co. Dublin",https://www.daft.ie/for-rent/apartment-blackhall-square-dublin-1/6340421,1781,,1,1,Unknown
daft.ie,"Apartment 2, 208 South Circular Road, Dublin 8",https://www.daft.ie/for-rent/apartment-apartment-2-208-south-circular-road-dublin-8/6340406,1650,,1,1,Unknown
daft.ie,"93 Carrigmore Crescent, Saggart, Co. Dublin",https://www.daft.ie/for-rent/apartment-93-carrigmore-crescent-saggart-co-dublin/6340189,2400,,2,1,Unknown
daft.ie,"La Touche Hall, 38-39 Aungier Street, Dublin 2",https://www.daft.ie/for-rent/apartment-la-touche-hall-38-39-aungier-street-dublin-2/6340354,2000,,1,1,Unknown
daft.ie,"Temple Bar, Temple Bar, Dublin 2",https://www.daft.ie/for-rent/apartment-temple-bar-temple-bar-dublin-2/6340352,3500,,2,1,Unknown
daft.ie,"Drimnagh Road, Dublin 12, Crumlin, Dublin 12",https://www.daft.ie/for-rent/flat-drimnagh-road-dublin-12-crumlin-dublin-12/6340314,1675,,1,1,Unknown
daft.ie,"Apartment 29, Block A, Lansdowne Valley Apartments, Dublin 12",https://www.daft.ie/for-rent/apartment-apartment-29-block-a-lansdowne-valley-apartments-dublin-12/6340259,1737,,1,1,Unknown
daft.ie,"Tivoli House, 6 Tivoli Terrace South, Dun Laoghaire, Co. Dublin, Dun Laoghaire, Co. Dublin",https://www.daft.ie/for-rent/property-tivoli-house-6-tivoli-terrace-south-dun-laoghaire-co-dublin/6340142,2950,,3,3,Unknown
daft.ie,"Liffey Valley Park, Lucan, Co. Dublin, Lucan, Co. Dublin",https://www.daft.ie/for-rent/house-6-liffey-dale-liffey-valley-park-lucan-lucan-co-dublin/6337740,875,,1,1,Unknown
daft.ie,"Inishtrahull,Custom House Harbour Apartments,I.F.S.C.,Dublin 1, IFSC, Dublin 1",https://www.daft.ie/for-rent/apartment-inishtrahull-custom-house-harbour-apartments-i-f-s-c-dublin-1-ifsc-dublin-1/6336761,2525,,2,1,Unknown
